date_time,town,title,price,beds,sqft,url
2022-07-07 12:46, (Logan Square),HUGE UPDATED 3 BED IN THE HEART OF LOGAN SQUARE,3000,3,,https://chicago.craigslist.org/chc/apa/d/chicago-huge-updated-bed-in-the-heart/7505903510.html
2022-07-07 12:40, (East Garfield Park),Great looking 2 bedroom in East Garfield Park,1250,2,900.0,https://chicago.craigslist.org/chc/apa/d/chicago-great-looking-bedroom-in-east/7505900414.html
2022-07-07 12:39," (Chicago, IL)",Huge Condo Quality 3 Bed/3 Bath Duplex in West Ridge! W/D In Unit!,2135,3,,https://chicago.craigslist.org/nch/apa/d/chicago-huge-condo-quality-bed-bath/7505899941.html
2022-07-07 12:29, (Lincoln Park),"HUGE 3 BED 2 BATH DUPLEX IN THE HEART OF LINCOLN PARK, DO NOT MISS OUT",4500,3,,https://chicago.craigslist.org/chc/apa/d/chicago-huge-bed-bath-duplex-in-the/7505894666.html
2022-07-07 12:27, (Burr Ridge),Furnished Studio,2372,1,,https://chicago.craigslist.org/sox/apa/d/willowbrook-furnished-studio/7505893600.html
2022-07-07 12:24, (city of chicago),SPACIOUS 3 BEDROOM AND 2 BATH APARTMENT !,2470,3,1200.0,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-bedroom-and-bath/7505892284.html
2022-07-07 12:12, (Oak Park),Great 1 bedroom in Oak Park,1139,1,,https://chicago.craigslist.org/wcl/apa/d/oak-park-great-bedroom-in-oak-park/7505885587.html
2022-07-07 12:11, (Oak Lawn),Beautiful Two   Bedroom Apts @10737 S Keating,1650,2,,https://chicago.craigslist.org/sox/apa/d/oak-lawn-beautiful-two-bedroom-apts/7505884800.html
2022-07-07 12:09, (Uptown),Spacious Studio Floor To Ceiling Windows Laundry in Unit,1450,,,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-studio-floor-to/7505883700.html
2022-07-07 12:07, (Logan Square),Coach House In Logan Square Ready For 8/01! 6 Blocks To The Blueline!,1275,1,,https://chicago.craigslist.org/chc/apa/d/chicago-coach-house-in-logan-square/7505882726.html
2022-07-07 12:06, (Logan Square),STEPS FROM HUMBOLDT PARK EASY ACCESS TO PUBLIC TRANSIT W/D IN UNIT,1130,,,https://chicago.craigslist.org/chc/apa/d/chicago-steps-from-humboldt-park-easy/7505882026.html
2022-07-07 12:03, (lombard),Extended America- Oakbrook-Lombard,2100,1,,https://chicago.craigslist.org/sox/apa/d/lombard-extended-america-oakbrook/7505880555.html
2022-07-07 12:00, (Logan Square),Spacious Logan Square 3BR/2BA with Parking Included!! Pet Friendly!!,2895,3,1300.0,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-logan-square-3br-2ba/7505879094.html
2022-07-07 11:58," (Lakeview, Edgewater, Andersonville, Rogers Park)",1Br. Steps from Red Line!No Dep.Second month Free !,1185,1,,https://chicago.craigslist.org/chc/apa/d/chicago-1br-steps-from-red-lineno/7505877381.html
2022-07-07 11:57, (Edgewater),TOP FLOOR STUDIO W/D IN UNIT BOOK NOW WONT LAST LONG,1220,,,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-studio-d-in-unit-book/7505877089.html
2022-07-07 11:55, (Lakeview East),Classic Chicago Lakeview East Walkup 2 floor duplex!!,3950,4,1900.0,https://chicago.craigslist.org/chc/apa/d/chicago-classic-chicago-lakeview-east/7505876075.html
2022-07-07 11:55, (Evanston),Heat Included! Formal Dining Room! Location! Small Dog Ok!,1325,1,,https://chicago.craigslist.org/nch/apa/d/evanston-heat-included-formal-dining/7505875829.html
2022-07-07 11:49, (East Ukrainian Village),3 Bedroom/2 bath in Wicker Park/West Town area.,2500,3,1050.0,https://chicago.craigslist.org/chc/apa/d/chicago-bedroom-bath-in-wicker-park/7505872736.html
